loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbeccen,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,pl_mnum,st_lum
1,11 Com,11 Com b,1,326.03000000,0.231000,12h20m43.03s,185.179276,+17d47m34.3s,17.792868,93.37,4742.00,2.70,19.00,,,2007,0,2.243
2,11 UMi,11 UMi b,1,516.21997000,0.080000,15h17m05.89s,229.274536,+71d49m26.0s,71.823898,125.72,4213.00,2.78,29.79,,,2009,0,
3,14 And,14 And b,1,185.84000000,0.000000,23h31m17.42s,352.822571,+39d14m10.3s,39.236198,75.59,4813.00,2.20,11.00,,,2008,0,1.763
4,14 Her,14 Her b,1,1773.40002000,0.370000,16h10m24.31s,242.601303,+43d49m03.5s,43.817646,17.94,5338.00,0.90,0.93,,,2002,0,
5,16 Cyg B,16 Cyg B b,1,798.50000000,0.680000,19h41m51.97s,295.466553,+50d31m03.1s,50.517525,21.15,5750.00,1.08,1.13,,,1996,0,
6,18 Del,18 Del b,1,993.30000000,0.080000,20h58m25.94s,314.608063,+10d50m21.4s,10.839286,76.38,4979.00,2.30,8.50,,,2008,0,1.602
7,1RXS J160929.1-210524,1RXS J160929.1-210524 b,1,,,16h09m30.30s,242.376268,-21d04m58.9s,-21.083036,145.00,4060.00,0.85,,3000.00000,,2008,0,-0.370
8,24 Boo,24 Boo b,1,30.35060000,0.042000,14h28m37.81s,217.157547,+49d50m41.5s,49.844852,96.25,4893.00,0.99,10.64,,,2018,0,1.774
9,24 Sex,24 Sex b,2,452.80000000,0.090000,10h23m28.37s,155.868210,-00d54m08.1s,-0.902244,72.21,5098.00,1.54,4.90,,,2010,0,1.164
10,24 Sex,24 Sex c,2,883.00000000,0.290000,10h23m28.37s,155.868210,-00d54m08.1s,-0.902244,72.21,5098.00,1.54,4.90,,,2010,0,1.164
11,2MASS J01225093-2439505,2MASS J01225093-2439505 b,1,,,01h22m50.94s,20.712243,-24d39m50.6s,-24.664049,36.00,3530.00,0.40,,7786.50000,,2013,0,-1.720
12,2MASS J02192210-3925225,2MASS J02192210-3925225 b,1,,,02h19m22.11s,34.842106,-39d25m22.5s,-39.422928,39.40,3064.00,0.11,0.28,4417.83700,16.141,2015,0,-2.230
13,2MASS J04414489+2301513,2MASS J04414489+2301513 b,1,,,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,140.00,,0.02,,2383.60000,,2010,0,
14,2MASS J12073346-3932539,2MASS J12073346-3932539 b,1,,,12h07m33.47s,181.889447,-39d32m54.0s,-39.548332,64.42,,0.02,,1271.00000,,2004,0,
15,2MASS J19383260+4603591,2MASS J19383260+4603591 b,1,416.00000000,,19h38m32.61s,294.635865,+46d03m59.1s,46.066418,400.77,,0.48,,603.87700,,2015,0,
16,2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,1,7336.50000000,0.260000,21h40m29.32s,325.122159,+16d25m18.3s,16.421759,25.00,2300.00,0.08,0.12,6657.48000,10.310,2009,0,-3.480
17,2MASS J22362452+4751425,2MASS J22362452+4751425 b,1,,,22h36m24.53s,339.102203,+47d51m42.6s,47.861820,74.00,4045.00,0.60,,3972.87500,,2016,0,
18,30 Ari B,30 Ari B b,1,335.10001000,0.290000,02h36m57.74s,39.240585,+24d38m53.0s,24.648064,44.71,6331.00,1.93,1.41,,,2009,0,
19,4 UMa,4 UMa b,1,269.30000000,0.432000,08h40m12.82s,130.053406,+64d19m40.6s,64.327934,73.58,4415.00,1.23,18.11,,,2006,0,
20,42 Dra,42 Dra b,1,479.10000000,0.380000,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,90.86,4200.00,0.98,22.03,,,2008,0,
21,47 UMa,47 UMa b,3,1078.00000000,0.032000,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5892.00,1.03,1.23,,,1996,0,
22,47 UMa,47 UMa c,3,2391.00000000,0.098000,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5892.00,1.03,1.23,,,2001,0,
23,47 UMa,47 UMa d,3,14002.00000000,0.160000,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5892.00,1.03,1.23,,,2009,0,
24,51 Eri,51 Eri b,1,11688.00000000,0.450000,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.40,,1.75,,,,2015,0,0.850
25,51 Peg,51 Peg b,1,4.23078500,0.013000,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,5793.00,1.12,1.20,,,1995,0,
26,55 Cnc,55 Cnc b,5,14.65152000,0.003400,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5196.00,0.91,0.94,263.97850,,1996,0,-0.235
27,55 Cnc,55 Cnc c,5,44.41750000,0.020000,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5196.00,0.91,0.94,54.47380,,2004,0,-0.235
28,55 Cnc,55 Cnc d,5,4825.00000000,0.019000,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5196.00,0.91,0.94,1232.49300,,2002,0,-0.235
29,55 Cnc,55 Cnc e,5,0.73653900,,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5196.00,0.91,0.94,8.08000,1.910,2004,0,-0.235
30,55 Cnc,55 Cnc f,5,262.00000000,0.305000,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5196.00,0.91,0.94,44.81200,,2007,0,-0.235
31,6 Lyn,6 Lyn b,1,934.30000000,0.073000,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,4938.00,1.44,5.20,,,2008,0,
32,61 Vir,61 Vir b,3,4.21500000,0.120000,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,5577.00,0.94,0.96,,,2009,0,-0.095
33,61 Vir,61 Vir c,3,38.02100000,0.140000,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,5577.00,0.94,0.96,,,2009,0,-0.095
34,61 Vir,61 Vir d,3,123.01000000,0.350000,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,5577.00,0.94,0.96,,,2009,0,-0.095
35,7 CMa,7 CMa b,2,735.10000000,0.060000,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,4826.00,1.34,4.87,,,2011,0,1.063
36,7 CMa,7 CMa c,2,996.00000000,0.080000,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,4826.00,1.34,4.87,,,2019,0,1.063
37,70 Vir,70 Vir b,1,116.68800000,0.398800,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,5495.00,1.09,1.89,,,1996,0,
38,75 Cet,75 Cet b,1,691.90000000,0.117000,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,4846.00,2.49,10.50,,,2012,0,1.730
39,8 UMi,8 UMi b,1,93.40000000,0.060000,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,4847.00,1.44,10.30,,,2015,0,
40,81 Cet,81 Cet b,1,952.70000000,0.206000,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,4785.00,2.40,11.00,,,2008,0,1.778
41,91 Aqr,91 Aqr b,1,181.40000000,0.027000,23h15m53.50s,348.972900,-09d05m15.9s,-9.087737,44.08,4665.00,1.40,11.00,,,2013,0,
42,AB Pic,AB Pic b,1,,,06h19m12.91s,94.803802,-58d03m15.5s,-58.054310,50.12,,,,4290.50000,,2005,0,
43,BD+03 2562,BD+03 2562 b,1,481.90000000,0.200000,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.00,4095.00,1.14,32.35,,,2017,0,2.700
44,BD+14 4559,BD+14 4559 b,1,268.94000000,0.290000,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,4864.00,0.49,0.86,,,2009,0,
45,BD+15 2375,BD+15 2375 b,1,153.22000000,0.001000,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.00,4649.00,1.08,8.95,,,2016,0,1.570
46,BD+15 2940,BD+15 2940 b,1,137.48000000,0.260000,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,431.61,4796.00,1.10,14.70,,,2013,0,2.010
47,BD+20 2457,BD+20 2457 b,2,379.63000000,0.150000,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,1670.85,4259.00,10.83,71.02,,,2009,0,
48,BD+20 2457,BD+20 2457 c,2,621.99000000,0.180000,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,1670.85,4259.00,10.83,71.02,,,2009,0,
49,BD+20 274,BD+20 274 b,1,578.20000000,0.210000,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,4296.00,0.80,17.30,,,2012,0,1.960
50,BD+20 594,BD+20 594 b,1,41.68550000,0.000000,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,5766.00,1.67,1.08,22.24810,2.578,2016,0,
51,BD+48 738,BD+48 738 b,1,392.60000000,0.200000,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,892.17,4414.00,0.74,11.00,,,2011,0,1.690
52,BD+48 740,BD+48 740 b,1,733.00000000,0.760000,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,4534.00,1.09,10.33,,,2018,0,1.640
53,BD+49 828,BD+49 828 b,1,2590.00000000,0.350000,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,4943.00,1.52,7.60,,,2015,0,1.470
54,BD-06 1339,BD-06 1339 b,2,3.87280000,0.000000,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,4324.00,0.70,,,,2013,0,-1.022
55,BD-06 1339,BD-06 1339 c,2,125.94000000,0.310000,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,4324.00,0.70,,,,2013,0,-1.022
56,BD-08 2823,BD-08 2823 b,2,5.60000000,0.150000,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,4816.00,0.50,0.71,,,2009,0,
57,BD-08 2823,BD-08 2823 c,2,237.60000000,0.190000,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,4816.00,0.50,0.71,,,2009,0,
58,BD-10 3166,BD-10 3166 b,1,3.48777000,0.020000,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,5393.00,1.47,0.91,,,2000,0,
59,BD-11 4672,BD-11 4672 b,1,1667.00000000,0.050000,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,4475.00,0.57,0.52,,,2014,0,
60,BD-13 2130,BD-13 2130 b,1,714.29999000,0.210000,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,4545.00,2.12,19.17,,,2007,0,
61,BD-17 63,BD-17 63 b,1,655.60000000,0.540000,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,4714.00,0.74,0.69,,,2008,0,-0.678
62,CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,1,10037.50000000,,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.10,580.50,0.02,,3337.10000,,2011,0,
63,CHXR 73,CHXR 73 b,1,,,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,,0.35,,3994.48600,,2006,0,
64,CI Tau,CI Tau b,1,8.98910000,0.250000,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.00,,0.90,,3686.82800,,2019,0,-0.108
65,CT Cha,CT Cha b,1,,,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.00,,,,5403.00000,24.660,2007,0,
66,CoRoT-1,CoRoT-1 b,1,1.50895570,0.000000,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,5950.00,0.95,1.11,327.35000,16.700,2008,0,
67,CoRoT-10,CoRoT-10 b,1,13.24060000,0.530000,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.00,5075.00,0.89,0.79,874.00000,10.870,2010,0,
68,CoRoT-11,CoRoT-11 b,1,2.99433000,0.000000,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.00,6440.00,1.27,1.37,740.51000,16.030,2010,0,
69,CoRoT-12,CoRoT-12 b,1,2.82804200,0.070000,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,5675.00,1.08,1.12,291.43800,16.140,2010,0,
70,CoRoT-13,CoRoT-13 b,1,4.03519000,0.000000,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.00,5945.00,1.09,1.01,415.70400,9.920,2010,0,
71,CoRoT-14,CoRoT-14 b,1,1.51214000,0.000000,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.00,6035.00,1.13,1.21,2415.40000,12.220,2010,0,
72,CoRoT-16,CoRoT-16 b,1,5.35227000,0.330000,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,5650.00,1.10,1.19,170.03200,13.110,2011,0,
73,CoRoT-17,CoRoT-17 b,1,3.76810000,0.000000,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.00,5740.00,1.04,1.59,772.29000,11.430,2011,0,
74,CoRoT-18,CoRoT-18 b,1,1.90006930,0.080000,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,870.00,5440.00,0.95,1.00,1102.82000,14.680,2011,0,
75,CoRoT-19,CoRoT-19 b,1,3.89713000,0.047000,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,6090.00,1.21,1.65,352.78000,14.460,2011,0,0.544
76,CoRoT-2,CoRoT-2 b,1,1.74299350,0.014300,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.00,5625.00,0.96,0.91,1102.82000,16.432,2008,0,
77,CoRoT-20,CoRoT-20 b,2,9.24285000,0.590000,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,,1.14,,1366.66900,,2011,0,
78,CoRoT-20,CoRoT-20 c,2,1675.00000000,0.600000,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,,1.14,,,,2018,0,
79,CoRoT-21,CoRoT-21 b,1,2.72474000,0.000000,06h44m12.588s,101.052450,-00d17m56.868s,-0.299130,1398.83,6200.00,1.29,1.95,718.29580,14.572,2012,0,
80,CoRoT-22,CoRoT-22 b,1,9.75598000,0.077000,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,5939.00,1.10,1.14,12.20000,4.880,2014,0,
81,CoRoT-23,CoRoT-23 b,1,3.63130000,0.160000,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.00,5900.00,1.14,1.61,889.90000,11.770,2011,0,
82,CoRoT-24,CoRoT-24 b,2,5.11340000,0.000000,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,4950.00,0.91,0.86,5.70000,3.700,2014,0,
83,CoRoT-24,CoRoT-24 c,2,11.75900000,0.000000,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,4950.00,0.91,0.86,28.00000,5.000,2014,0,
84,CoRoT-25,CoRoT-25 b,1,4.86069000,0.000000,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.00,6040.00,1.09,1.19,85.81000,12.110,2013,0,
85,CoRoT-26,CoRoT-26 b,1,4.20474000,0.000000,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.00,5590.00,1.09,1.79,165.26000,14.120,2013,0,
86,CoRoT-27,CoRoT-27 b,1,3.57532000,0.065000,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,5900.00,1.05,1.08,3302.11000,11.287,2014,0,
87,CoRoT-28,CoRoT-28 b,1,5.20851000,0.047000,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,5150.00,1.01,1.78,153.82972,10.705,2015,0,
88,CoRoT-29,CoRoT-29 b,1,2.85057000,0.082000,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,5260.00,0.97,0.90,270.15550,10.088,2015,0,
89,CoRoT-3,CoRoT-3 b,1,4.25680000,0.000000,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,6740.00,1.37,1.56,6883.91000,11.320,2008,0,
90,CoRoT-4,CoRoT-4 b,1,9.20205000,0.000000,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,6190.00,1.16,1.17,228.83000,13.340,2008,0,
91,CoRoT-5,CoRoT-5 b,1,4.03789620,0.090000,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,6100.00,1.00,1.19,148.42000,15.558,2009,0,
92,CoRoT-6,CoRoT-6 b,1,8.88659300,0.100000,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,6090.00,1.05,1.02,940.74000,13.068,2009,0,
93,CoRoT-7,CoRoT-7 b,2,0.85359163,0.000000,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,5275.00,0.82,0.83,3.17830,1.681,2009,0,
94,CoRoT-7,CoRoT-7 c,2,3.69800000,0.000000,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,5275.00,0.82,0.83,8.40000,,2009,0,
95,CoRoT-8,CoRoT-8 b,1,6.21229000,0.000000,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,5080.00,0.88,0.77,69.92000,6.390,2010,0,
96,CoRoT-9,CoRoT-9 b,1,95.27265600,0.133000,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,5625.00,0.96,0.96,266.97720,11.949,2009,0,
97,CoRoTID 223977153,CoRoTID 223977153 b,1,6.71837000,,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,5970.00,1.08,0.79,47.67450,6.389,2017,0,-0.155
98,DE CVn,DE CVn b,1,4098.10000000,0.000000,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,,0.51,,,,2018,0,
99,DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,1,246.36000000,0.345000,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,,0.07,,9057.77000,,2013,0,
100,DH Tau,DH Tau b,1,,,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,,0.33,0.27,3496.00000,,2004,0,
101,DP Leo,DP Leo b,1,10220.00000000,0.390000,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,305.06,13500.00,,0.01,,,2009,0,
102,DS Tuc A,DS Tuc A b,1,8.13826800,0.000000,23h39m39.48s,354.914490,-69d11m44.7s,-69.195747,44.12,5428.00,1.01,0.96,,5.700,2019,0,-0.140
103,EPIC 201238110,EPIC 201238110 b,1,28.16560000,,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,159.98,,0.41,,,1.870,2019,0,
104,EPIC 201497682,EPIC 201497682 b,1,2.13174000,,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,254.88,,0.78,,,0.692,2019,0,
105,K2-166,EPIC 201615463 c,2,3.80464000,,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,,1.07,,,1.220,2019,0,
106,K2-16,EPIC 201754305 d,3,2.71578000,,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,,0.67,,,1.030,2019,0,
107,K2-50,EPIC 201833600 c,2,3.96151000,,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,,0.61,,,1.000,2019,0,
108,EPIC 201841433,EPIC 201841433 b,1,4.16959000,,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,441.94,,0.80,,,1.100,2019,0,
109,K2-168,EPIC 205950854 c,2,8.05072200,,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,5502.70,0.88,0.83,,1.310,2019,0,
110,EPIC 206024342,EPIC 206024342 b,1,4.50756000,,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,373.81,,0.93,,,1.700,2019,0,
111,EPIC 206032309,EPIC 206032309 b,1,2.87814000,,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,162.09,,0.22,,,1.010,2019,0,
112,EPIC 206042996,EPIC 206042996 b,1,5.29711000,,22h30m03.26s,337.513580,-13d36m36.4s,-13.610113,457.27,,0.56,,,1.620,2019,0,
113,EPIC 206215704,EPIC 206215704 b,1,2.25372000,,22h20m22.76s,335.094818,-09d30m34.3s,-9.509531,110.22,,0.41,,,0.900,2019,0,
114,EPIC 206317286,EPIC 206317286 b,1,1.58252000,,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,,0.71,,,0.960,2019,0,
115,EPIC 211822797,EPIC 211822797 b,1,21.16986100,0.060000,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,4148.21,0.66,0.57,,1.980,2016,0,
116,EPIC 211945201,EPIC 211945201 b,1,19.49221000,,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,6069.00,1.17,1.39,,5.760,2018,0,
117,EPIC 212297394,EPIC 212297394 b,1,2.28943000,,13h48m49.49s,207.206223,-17d36m35.7s,-17.609905,423.35,,0.83,,,1.323,2019,0,
118,EPIC 212424622,EPIC 212424622 b,1,18.09830000,,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,622.67,,1.11,,,2.170,2019,0,
119,EPIC 212499991,EPIC 212499991 b,1,34.88500000,,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,285.61,,0.91,,,1.600,2019,0,
120,EPIC 212587672,EPIC 212587672 b,1,15.28410000,,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,322.88,,0.95,,,1.120,2019,0,
121,EPIC 212737443,EPIC 212737443 b,2,13.60300000,0.200000,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,4684.00,0.69,0.67,,2.586,2019,0,
122,EPIC 212737443,EPIC 212737443 c,2,65.55000000,0.200000,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,4684.00,0.69,0.67,,2.690,2019,0,
123,K2-282,EPIC 220554210 c,2,0.70531000,,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,,0.94,,,1.480,2019,0,
124,EPIC 220674823,EPIC 220674823 b,2,0.57133100,,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,5617.00,0.97,0.98,,1.820,2016,0,
125,EPIC 220674823,EPIC 220674823 c,2,13.33907900,,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,5617.00,0.97,0.98,,2.730,2016,0,
126,EPIC 246851721,EPIC 246851721 b,1,6.18023500,,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,6202.00,1.32,1.59,953.49000,11.781,2018,0,0.526
127,EPIC 248847494,EPIC 248847494 b,1,3650.00000000,0.000000,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.00,4898.00,0.90,2.70,4131.79000,12.442,2018,0,
128,FU Tau,FU Tau b,1,,,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,2838.00,0.05,,5085.28000,,2008,0,-0.699
129,Fomalhaut,Fomalhaut b,1,555530.00000000,0.870000,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.70,,1.92,,,,2008,0,
130,GJ 1132,GJ 1132 b,2,1.62893100,0.220000,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,3270.00,0.18,0.21,1.66000,,2015,0,-2.359
131,GJ 1132,GJ 1132 c,2,8.92900000,0.270000,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,3270.00,0.18,0.21,,,2018,0,-2.359
132,GJ 1148,GJ 1148 b,2,41.38000000,0.380000,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,3264.00,0.35,0.40,,,2010,0,-1.699
133,GJ 1148,GJ 1148 c,2,532.58000000,0.342000,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,3264.00,0.35,0.40,,,2017,0,-1.699
134,GJ 1214,GJ 1214 b,1,1.58040456,,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,14.65,3026.00,0.15,0.22,6.26125,2.847,2009,0,
135,GJ 1265,GJ 1265 b,1,3.65110000,0.040000,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,3236.00,0.18,0.19,,,2018,0,-2.439
136,GJ 143,GJ 143 b,2,35.61253000,0.188000,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,4640.00,0.73,0.69,22.70000,2.610,2019,0,-0.686
137,GJ 15 A,GJ 15 A b,2,11.44070000,0.094000,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3607.00,0.38,0.38,,,2014,0,-1.655
138,GJ 15 A,GJ 15 A c,2,7600.00000000,0.270000,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3607.00,0.38,0.38,,,2018,0,-1.655
139,GJ 160.2,GJ 160.2 b,1,5.23540000,0.060000,04h06m34.84s,61.645172,-20d51m11.2s,-20.853121,25.88,4347.00,0.69,,,,2014,0,-0.796
140,GJ 163,GJ 163 b,3,8.63182000,0.073000,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,3500.00,0.40,,,,2013,0,-1.708
141,GJ 163,GJ 163 c,3,25.63058000,0.099000,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,3500.00,0.40,,,,2013,0,-1.708
142,GJ 163,GJ 163 d,3,603.95116000,0.373000,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,3500.00,0.40,,,,2013,0,-1.708
143,GJ 179,GJ 179 b,1,2288.00000000,0.210000,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,3370.00,0.36,0.38,,,2009,0,-1.796
144,GJ 180,GJ 180 b,2,17.38000000,0.110000,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,3371.00,0.43,,,,2014,0,-1.886
145,GJ 180,GJ 180 c,2,24.32900000,0.090000,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,3371.00,0.43,,,,2014,0,-1.886
146,GJ 229,GJ 229 b,1,471.00000000,0.100000,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,3564.00,0.58,,,,2014,0,-1.553
147,GJ 27.1,GJ 27.1 b,1,15.81900000,0.080000,00h39m58.82s,9.995098,-44d15m11.6s,-44.253220,23.62,3542.00,0.53,,,,2014,0,-1.585
148,GJ 273,GJ 273 b,2,18.64980000,0.100000,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,3382.00,0.29,0.29,,,2017,0,-2.056
149,GJ 273,GJ 273 c,2,4.72340000,0.170000,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,3382.00,0.29,0.29,,,2017,0,-2.056
150,GJ 3021,GJ 3021 b,1,133.71000000,0.511000,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,5540.00,0.90,0.90,,,2000,0,-0.180
151,GJ 3138,GJ 3138 b,3,1.22003000,0.190000,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,3717.00,0.68,0.50,,,2017,0,-1.347
152,GJ 3138,GJ 3138 c,3,5.97400000,0.110000,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,3717.00,0.68,0.50,,,2017,0,-1.347
153,GJ 3138,GJ 3138 d,3,257.80000000,0.320000,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,3717.00,0.68,0.50,,,2017,0,-1.347
154,GJ 317,GJ 317 b,2,692.00000000,0.110000,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,3510.00,0.42,,794.50000,,2007,0,
155,GJ 317,GJ 317 c,2,5312.00000000,0.308000,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,3510.00,0.42,,,,2018,0,
156,GJ 328,GJ 328 b,1,4100.00000000,0.370000,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,3900.00,0.69,,,,2013,0,
157,GJ 3293,GJ 3293 b,4,30.59870000,0.060000,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,3466.00,0.42,0.40,,,2015,0,-1.658
