loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbeccen,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,pl_mnum,st_lum
2408,Kepler-223,Kepler-223 e,4,19.72567000,0.051000,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,,1.12,1.72,4.80000,4.600,2014,0,
2409,Kepler-224,Kepler-224 b,4,3.13292400,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,5018.00,,0.68,,1.390,2014,0,
2410,Kepler-224,Kepler-224 c,4,5.92500300,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,5018.00,,0.68,,3.120,2014,0,
2411,Kepler-224,Kepler-224 d,4,11.34939300,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,5018.00,,0.68,,2.300,2014,0,
2412,Kepler-224,Kepler-224 e,4,18.64357700,,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,5018.00,,0.68,,1.970,2014,0,
2413,Kepler-225,Kepler-225 b,2,6.73897500,,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,3682.00,,0.48,,1.200,2014,0,
2414,Kepler-225,Kepler-225 c,2,18.79423400,,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,3682.00,,0.48,,1.840,2014,0,
2415,Kepler-226,Kepler-226 b,3,3.94099700,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,5571.00,,0.80,,1.550,2014,0,
2416,Kepler-226,Kepler-226 c,3,5.34955500,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,5571.00,,0.80,,2.270,2014,0,
2417,Kepler-226,Kepler-226 d,3,8.10904400,,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,5571.00,,0.80,,1.220,2014,0,
2418,Kepler-227,Kepler-227 b,2,9.48801500,,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.50,5854.00,,1.09,,3.110,2014,0,
2419,Kepler-227,Kepler-227 c,2,54.41869400,,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.50,5854.00,,1.09,,3.040,2014,0,
2420,Kepler-228,Kepler-228 b,3,2.56654600,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,6043.00,,1.01,,1.530,2014,0,
2421,Kepler-228,Kepler-228 c,3,4.13444400,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,6043.00,,1.01,,2.700,2014,0,
2422,Kepler-228,Kepler-228 d,3,11.09428600,,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,6043.00,,1.01,,4.040,2014,0,
2423,Kepler-229,Kepler-229 b,3,6.25297200,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,5120.00,,0.73,,2.200,2014,0,
2424,Kepler-229,Kepler-229 c,3,16.06863800,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,5120.00,,0.73,,4.920,2014,0,
2425,Kepler-229,Kepler-229 d,3,41.19491200,,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,5120.00,,0.73,,3.850,2014,0,
2426,Kepler-23,Kepler-23 b,3,7.10730000,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,5828.00,,1.55,254.30000,1.900,2011,0,
2427,Kepler-23,Kepler-23 c,3,10.74210000,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,5828.00,,1.55,858.10000,3.200,2011,0,
2428,Kepler-23,Kepler-23 d,3,15.27429900,,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,5828.00,,1.55,,2.200,2014,0,
2429,Kepler-230,Kepler-230 b,2,32.62555500,,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,5588.00,,0.82,,4.260,2014,0,
2430,Kepler-230,Kepler-230 c,2,91.77324200,,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,5588.00,,0.82,,2.040,2014,0,
2431,Kepler-231,Kepler-231 b,2,10.06527500,,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,3767.00,,0.49,,1.730,2014,0,
2432,Kepler-231,Kepler-231 c,2,19.27156600,,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,3767.00,,0.49,,1.930,2014,0,
2433,Kepler-232,Kepler-232 b,2,4.43122200,,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,5847.00,,0.97,,3.080,2014,0,
2434,Kepler-232,Kepler-232 c,2,11.37934900,,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,5847.00,,0.97,,3.830,2014,0,
2435,Kepler-233,Kepler-233 b,2,8.47238200,,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,5360.00,,0.76,,2.430,2014,0,
2436,Kepler-233,Kepler-233 c,2,60.41895500,,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,5360.00,,0.76,,2.710,2014,0,
2437,Kepler-234,Kepler-234 b,2,2.71150600,,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,6224.00,,1.11,,3.700,2014,0,
2438,Kepler-234,Kepler-234 c,2,7.21205000,,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,6224.00,,1.11,,3.510,2014,0,
2439,Kepler-235,Kepler-235 b,4,3.34022200,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,4255.00,,0.55,,2.230,2014,0,
2440,Kepler-235,Kepler-235 c,4,7.82490400,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,4255.00,,0.55,,1.280,2014,0,
2441,Kepler-235,Kepler-235 d,4,20.06054800,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,4255.00,,0.55,,2.050,2014,0,
2442,Kepler-235,Kepler-235 e,4,46.18366900,,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,4255.00,,0.55,,2.220,2014,0,
2443,Kepler-236,Kepler-236 b,2,8.29561100,,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,291.17,3750.00,,0.51,,1.570,2014,0,
2444,Kepler-236,Kepler-236 c,2,23.96812700,,18h55m27.93s,283.866378,+39d53m53.1s,39.898092,291.17,3750.00,,0.51,,2.000,2014,0,
2445,Kepler-237,Kepler-237 b,2,4.71510600,,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,670.41,4861.00,,0.72,,1.410,2014,0,
2446,Kepler-237,Kepler-237 c,2,8.10363600,,18h52m53.13s,283.221387,+40d25m18.6s,40.421834,670.41,4861.00,,0.72,,2.080,2014,0,
2447,Kepler-238,Kepler-238 b,5,2.09087600,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,5751.00,,1.43,,1.730,2014,0,
2448,Kepler-238,Kepler-238 c,5,6.15555700,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,5751.00,,1.43,,2.390,2014,0,
2449,Kepler-238,Kepler-238 d,5,13.23354900,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,5751.00,,1.43,,3.070,2014,0,
2450,Kepler-238,Kepler-238 e,5,23.65400000,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,5751.00,,1.43,169.70000,5.600,2013,0,
2451,Kepler-238,Kepler-238 f,5,50.44700000,,19h11m35.31s,287.897113,+40d38m16.1s,40.637815,1897.73,5751.00,,1.43,13.50000,2.000,2013,0,
2452,Kepler-239,Kepler-239 b,2,11.76305100,,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,660.07,4914.00,,0.76,,2.330,2014,0,
2453,Kepler-239,Kepler-239 c,2,56.22809800,,19h36m48.51s,294.202137,+40d39m48.3s,40.663406,660.07,4914.00,,0.76,,2.510,2014,0,
2454,Kepler-24,Kepler-24 b,4,8.14530000,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,5897.00,,1.29,508.50000,2.400,2011,0,
2455,Kepler-24,Kepler-24 c,4,12.33350000,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,5897.00,,1.29,508.50000,2.800,2011,0,
2456,Kepler-24,Kepler-24 d,4,4.24438400,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,5897.00,,1.29,,1.670,2014,0,
2457,Kepler-24,Kepler-24 e,4,18.99835500,,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,5897.00,,1.29,,2.780,2014,0,
2458,Kepler-240,Kepler-240 b,2,4.14449500,,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,762.74,4985.00,,0.74,,1.370,2014,0,
2459,Kepler-240,Kepler-240 c,2,7.95352800,,19h24m38.11s,291.158774,+40d45m00.9s,40.750263,762.74,4985.00,,0.74,,2.200,2014,0,
2460,Kepler-241,Kepler-241 b,2,12.71809200,,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,609.86,4699.00,,0.67,,2.330,2014,0,
2461,Kepler-241,Kepler-241 c,2,36.06597800,,19h31m39.15s,292.913118,+41d03m39.3s,41.060921,609.86,4699.00,,0.67,,2.570,2014,0,
2462,Kepler-242,Kepler-242 b,2,8.20395000,,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,610.60,5020.00,,0.85,,2.610,2014,0,
2463,Kepler-242,Kepler-242 c,2,14.49648100,,19h06m15.77s,286.565695,+41d48m30.3s,41.808403,610.60,5020.00,,0.85,,2.000,2014,0,
2464,Kepler-243,Kepler-243 b,2,5.71544200,,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,707.94,5228.00,,0.84,,2.450,2014,0,
2465,Kepler-243,Kepler-243 c,2,20.02621800,,19h00m26.51s,285.110470,+42d02m02.2s,42.033958,707.94,5228.00,,0.84,,1.990,2014,0,
2466,Kepler-244,Kepler-244 b,3,4.31179200,,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,1067.62,5554.00,,0.80,,2.760,2014,0,
2467,Kepler-244,Kepler-244 c,3,9.76729200,,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,1067.62,5554.00,,0.80,,2.050,2014,0,
2468,Kepler-244,Kepler-244 d,3,20.05040100,,19h08m58.24s,287.242680,+42d18m04.9s,42.301369,1067.62,5554.00,,0.80,,2.310,2014,0,
2469,Kepler-245,Kepler-245 b,4,7.49019000,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,5100.00,,0.80,,2.570,2014,0,
2470,Kepler-245,Kepler-245 c,4,17.46081200,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,5100.00,,0.80,,2.180,2014,0,
2471,Kepler-245,Kepler-245 d,4,36.27710800,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,5100.00,,0.80,,3.030,2014,0,
2472,Kepler-245,Kepler-245 e,4,3.21982106,,19h26m33.35s,291.638965,+42d26m10.7s,42.436317,882.65,5100.00,,0.80,,1.750,2016,0,
2473,Kepler-246,Kepler-246 b,2,4.60182000,,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,637.44,5206.00,,0.83,,2.340,2014,0,
2474,Kepler-246,Kepler-246 c,2,11.18716100,,19h45m56.02s,296.483427,+42d39m48.3s,42.663429,637.44,5206.00,,0.83,,1.500,2014,0,
2475,Kepler-247,Kepler-247 b,3,3.33616000,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,5100.00,,0.77,,1.640,2014,0,
2476,Kepler-247,Kepler-247 c,3,9.43945200,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,5100.00,,0.77,,4.090,2014,0,
2477,Kepler-247,Kepler-247 d,3,20.47791200,,19h14m34.21s,288.642531,+43d02m21.4s,43.039291,676.38,5100.00,,0.77,,3.940,2014,0,
2478,Kepler-248,Kepler-248 b,2,6.30820500,,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,754.65,5190.00,,0.83,,3.020,2014,0,
2479,Kepler-248,Kepler-248 c,2,16.23949400,,19h32m14.73s,293.061384,+43d34m52.9s,43.581356,754.65,5190.00,,0.83,,4.070,2014,0,
2480,Kepler-249,Kepler-249 b,3,3.30653900,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,3568.00,,0.48,,1.090,2014,0,
2481,Kepler-249,Kepler-249 c,3,7.11370200,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,3568.00,,0.48,,1.510,2014,0,
2482,Kepler-249,Kepler-249 d,3,15.36845900,,19h47m56.42s,296.985068,+43d39m30.7s,43.658524,191.44,3568.00,,0.48,,1.570,2014,0,
2483,Kepler-25,Kepler-25 b,3,6.23829700,0.002900,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,6270.00,1.19,1.31,8.70000,2.748,2011,0,
2484,Kepler-25,Kepler-25 c,3,12.72070000,0.006100,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,6270.00,1.19,1.31,15.20000,5.217,2011,0,
2485,Kepler-25,Kepler-25 d,3,122.40000000,0.130000,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,6270.00,1.19,1.31,71.90000,,2014,0,
2486,Kepler-250,Kepler-250 b,3,4.14814100,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,777.31,5160.00,,0.81,,1.130,2014,0,
2487,Kepler-250,Kepler-250 c,3,7.15680400,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,777.31,5160.00,,0.81,,2.280,2014,0,
2488,Kepler-250,Kepler-250 d,3,17.64831200,,19h18m22.74s,289.594765,+44d08m31.0s,44.141953,777.31,5160.00,,0.81,,2.180,2014,0,
2489,Kepler-251,Kepler-251 b,4,4.79093600,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,5526.00,,0.89,,1.330,2014,0,
2490,Kepler-251,Kepler-251 c,4,16.51404300,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,5526.00,,0.89,,2.770,2014,0,
2491,Kepler-251,Kepler-251 d,4,30.13300100,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,5526.00,,0.89,,2.770,2014,0,
2492,Kepler-251,Kepler-251 e,4,99.64016100,,19h46m15.90s,296.566237,+44d06m21.1s,44.105865,948.98,5526.00,,0.89,,2.770,2014,0,
2493,Kepler-252,Kepler-252 b,2,6.66839100,,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,383.59,4208.00,,0.55,,1.230,2014,0,
2494,Kepler-252,Kepler-252 c,2,10.84846300,,19h42m19.04s,295.579345,+44d32m45.5s,44.545963,383.59,4208.00,,0.55,,2.150,2014,0,
2495,Kepler-253,Kepler-253 b,3,3.78398600,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,858.93,5208.00,,0.79,,1.630,2014,0,
2496,Kepler-253,Kepler-253 c,3,10.28195100,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,858.93,5208.00,,0.79,,2.650,2014,0,
2497,Kepler-253,Kepler-253 d,3,18.11986900,,19h27m22.08s,291.841992,+44d51m29.1s,44.858089,858.93,5208.00,,0.79,,3.170,2014,0,
2498,Kepler-254,Kepler-254 b,3,5.82666200,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1446.45,5957.00,,0.91,,3.870,2014,0,
2499,Kepler-254,Kepler-254 c,3,12.41218300,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1446.45,5957.00,,0.91,,2.150,2014,0,
2500,Kepler-254,Kepler-254 d,3,18.74647700,,19h12m39.53s,288.164701,+45d48m59.4s,45.816504,1446.45,5957.00,,0.91,,2.500,2014,0,
2501,Kepler-255,Kepler-255 b,3,5.71460600,,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1084.50,5573.00,,0.93,,1.550,2014,0,
2502,Kepler-255,Kepler-255 c,3,9.94604700,,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1084.50,5573.00,,0.93,,2.990,2014,0,
2503,Kepler-255,Kepler-255 d,3,1.04562266,,19h44m15.42s,296.064233,+45d58m36.6s,45.976841,1084.50,5573.00,,0.93,,1.320,2016,0,
2504,Kepler-256,Kepler-256 b,4,1.62049300,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,5551.00,,1.30,,1.590,2014,0,
2505,Kepler-256,Kepler-256 c,4,3.38802000,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,5551.00,,1.30,,2.150,2014,0,
2506,Kepler-256,Kepler-256 d,4,5.83917200,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,5551.00,,1.30,,2.480,2014,0,
2507,Kepler-256,Kepler-256 e,4,10.68157200,,19h30m19.31s,292.580445,+46d05m50.6s,46.097389,1057.36,5551.00,,1.30,,2.350,2014,0,
2508,Kepler-257,Kepler-257 b,3,2.38266700,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,797.75,5180.00,,1.04,,2.610,2014,0,
2509,Kepler-257,Kepler-257 c,3,6.58148400,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,797.75,5180.00,,1.04,,5.410,2014,0,
2510,Kepler-257,Kepler-257 d,3,24.66455100,,19h49m15.84s,297.315994,+46d01m23.8s,46.023269,797.75,5180.00,,1.04,,4.950,2014,0,
2511,Kepler-258,Kepler-258 b,2,13.19722000,,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,585.60,4942.00,,0.92,,4.060,2014,0,
2512,Kepler-258,Kepler-258 c,2,33.65307900,,19h36m16.44s,294.068490,+46d34m45.6s,46.579330,585.60,4942.00,,0.92,,3.610,2014,0,
2513,Kepler-259,Kepler-259 b,2,8.11531700,,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,1031.58,5938.00,,0.90,,2.800,2014,0,
2514,Kepler-259,Kepler-259 c,2,36.92493100,,19h12m50.86s,288.211929,+46d36m54.0s,46.615005,1031.58,5938.00,,0.90,,2.700,2014,0,
2515,Kepler-26,Kepler-26 b,4,12.28000000,,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3914.00,0.54,0.51,5.12000,2.780,2011,0,
2516,Kepler-26,Kepler-26 c,4,17.25590000,,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3914.00,0.54,0.51,6.20000,2.720,2011,0,
2517,Kepler-26,Kepler-26 d,4,3.54391900,,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3914.00,0.54,0.51,,1.070,2014,0,
2518,Kepler-26,Kepler-26 e,4,46.82791500,,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,338.55,3914.00,0.54,0.51,,2.410,2014,0,
2519,Kepler-260,Kepler-260 b,2,8.18739900,,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,638.85,5250.00,,0.86,,2.010,2014,0,
2520,Kepler-260,Kepler-260 c,2,76.05017800,,19h27m42.23s,291.925972,+38d00m50.8s,38.014122,638.85,5250.00,,0.86,,1.740,2014,0,
2521,Kepler-261,Kepler-261 b,2,10.38122700,,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,320.43,5098.00,,0.79,,2.180,2014,0,
2522,Kepler-261,Kepler-261 c,2,24.57085800,,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,320.43,5098.00,,0.79,,2.000,2014,0,
2523,Kepler-262,Kepler-262 b,2,13.06085500,,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,624.08,5841.00,,0.88,,1.360,2014,0,
2524,Kepler-262,Kepler-262 c,2,21.85372200,,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,624.08,5841.00,,0.88,,1.640,2014,0,
2525,Kepler-263,Kepler-263 b,2,16.56808700,,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,771.09,5265.00,,0.79,,2.670,2014,0,
2526,Kepler-263,Kepler-263 c,2,47.33277300,,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,771.09,5265.00,,0.79,,2.470,2014,0,
2527,Kepler-264,Kepler-264 b,2,40.80623100,,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,968.15,6158.00,,1.55,,3.330,2014,0,
2528,Kepler-264,Kepler-264 c,2,140.10126100,,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,968.15,6158.00,,1.55,,2.830,2014,0,
2529,Kepler-265,Kepler-265 b,4,6.84626200,,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,1328.21,5835.00,,1.10,,1.860,2014,0,
2530,Kepler-265,Kepler-265 c,4,17.02893700,,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,1328.21,5835.00,,1.10,,2.630,2014,0,
2531,Kepler-265,Kepler-265 d,4,43.13061700,,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,1328.21,5835.00,,1.10,,2.490,2014,0,
2532,Kepler-265,Kepler-265 e,4,67.83102400,,19h22m02.51s,290.510478,+41d14m41.4s,41.244820,1328.21,5835.00,,1.10,,2.590,2014,0,
2533,Kepler-266,Kepler-266 b,2,6.61833000,,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,1425.27,5885.00,,1.03,,2.480,2014,0,
2534,Kepler-266,Kepler-266 c,2,107.72360100,,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,1425.27,5885.00,,1.03,,3.890,2014,0,
2535,Kepler-267,Kepler-267 b,3,3.35372800,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,267.00,4258.00,,0.56,,1.980,2014,0,
2536,Kepler-267,Kepler-267 c,3,6.87745000,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,267.00,4258.00,,0.56,,2.130,2014,0,
2537,Kepler-267,Kepler-267 d,3,28.46451500,,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,267.00,4258.00,,0.56,,2.270,2014,0,
2538,Kepler-268,Kepler-268 b,2,25.93413800,,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,873.21,6081.00,,1.27,,2.550,2014,0,
2539,Kepler-268,Kepler-268 c,2,83.44639300,,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,873.21,6081.00,,1.27,,3.380,2014,0,
2540,Kepler-269,Kepler-269 b,2,5.32671800,,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,2418.83,5847.00,,0.96,,2.470,2014,0,
2541,Kepler-269,Kepler-269 c,2,8.12789900,,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,2418.83,5847.00,,0.96,,1.690,2014,0,
2542,Kepler-27,Kepler-27 b,2,15.33480000,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1075.10,5400.00,0.65,0.59,2895.31000,4.000,2011,0,
2543,Kepler-27,Kepler-27 c,2,31.33090000,,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1075.10,5400.00,0.65,0.59,4385.87000,4.900,2011,0,
2544,Kepler-270,Kepler-270 b,2,11.47609400,,18h48m48.02s,282.200100,+44d25m20.3s,44.422302,975.46,6067.00,,1.46,,2.010,2014,0,
2545,Kepler-270,Kepler-270 c,2,25.26288700,,18h48m48.02s,282.200100,+44d25m20.3s,44.422302,975.46,6067.00,,1.46,,1.770,2014,0,
2546,Kepler-271,Kepler-271 b,3,10.43547805,,18h52m00.72s,283.002980,+44d17m03.2s,44.284233,418.00,5555.00,0.90,0.87,,1.230,2014,0,
2547,Kepler-271,Kepler-271 c,3,7.41086267,,18h52m00.72s,283.002980,+44d17m03.2s,44.284233,418.00,5555.00,0.90,0.87,,0.950,2014,0,
2548,Kepler-271,Kepler-271 d,3,5.24972541,,18h52m00.72s,283.002980,+44d17m03.2s,44.284233,418.00,5555.00,0.90,0.87,,0.660,2016,0,
2549,Kepler-272,Kepler-272 b,3,2.97135300,,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,912.85,5297.00,,0.93,,1.430,2014,0,
2550,Kepler-272,Kepler-272 c,3,6.05734200,,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,912.85,5297.00,,0.93,,1.790,2014,0,
2551,Kepler-272,Kepler-272 d,3,10.93730400,,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,912.85,5297.00,,0.93,,2.250,2014,0,
2552,Kepler-273,Kepler-273 b,2,2.93653200,,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,728.85,5626.00,,0.81,,1.500,2014,0,
2553,Kepler-273,Kepler-273 c,2,8.01492700,,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,728.85,5626.00,,0.81,,1.980,2014,0,
2554,Kepler-274,Kepler-274 b,2,11.63478800,,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1385.51,6023.00,,1.01,,1.540,2014,0,
2555,Kepler-274,Kepler-274 c,2,33.19786100,,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1385.51,6023.00,,1.01,,1.840,2014,0,
2556,Kepler-275,Kepler-275 b,3,10.30068200,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,2155.20,6165.00,,1.38,,2.340,2014,0,
2557,Kepler-275,Kepler-275 c,3,16.08813400,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,2155.20,6165.00,,1.38,,3.380,2014,0,
2558,Kepler-275,Kepler-275 d,3,35.67606200,,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,2155.20,6165.00,,1.38,,3.330,2014,0,
2559,Kepler-276,Kepler-276 b,3,14.12841000,,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,1181.73,6105.00,,1.05,,2.870,2014,0,
2560,Kepler-276,Kepler-276 c,3,31.88400000,,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,1181.73,6105.00,,1.05,16.60000,2.900,2013,0,
2561,Kepler-276,Kepler-276 d,3,48.64800000,,19h34m16.36s,293.568150,+39d02m10.8s,39.036326,1181.73,6105.00,,1.05,16.30000,2.800,2013,0,
2562,Kepler-277,Kepler-277 b,2,17.32400000,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,1004.88,5946.00,,1.65,87.30000,2.920,2013,0,
2563,Kepler-277,Kepler-277 c,2,33.00600000,,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,1004.88,5946.00,,1.65,64.20000,3.360,2013,0,
2564,Kepler-278,Kepler-278 b,2,30.16054600,,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,448.65,4991.00,,2.94,,4.070,2014,0,
2565,Kepler-278,Kepler-278 c,2,51.07877500,,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,448.65,4991.00,,2.94,,3.590,2014,0,
2566,Kepler-279,Kepler-279 b,3,12.30968100,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1069.20,6363.00,,1.75,,3.620,2014,0,
2567,Kepler-279,Kepler-279 c,3,35.73600000,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1069.20,6363.00,,1.75,49.40000,4.300,2013,0,
2568,Kepler-279,Kepler-279 d,3,54.41400000,,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1069.20,6363.00,,1.75,37.50000,3.100,2013,0,
2569,Kepler-28,Kepler-28 b,2,5.91230000,,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,443.92,4590.00,0.75,0.70,479.90000,3.600,2011,0,
2570,Kepler-28,Kepler-28 c,2,8.98580000,,19h28m32.89s,292.137029,+42d25m45.9s,42.429420,443.92,4590.00,0.75,0.70,432.23000,3.400,2011,0,
2571,Kepler-280,Kepler-280 b,2,2.13954200,,19h25m33.72s,291.390510,+42d10m50.1s,42.180588,798.21,5744.00,,0.89,,1.450,2014,0,
2572,Kepler-280,Kepler-280 c,2,4.80709100,,19h25m33.72s,291.390510,+42d10m50.1s,42.180588,798.21,5744.00,,0.89,,2.010,2014,0,
2573,Kepler-281,Kepler-281 b,2,14.64600800,,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,1835.00,5723.00,,0.90,,2.820,2014,0,
